HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_FacilitiesInApt,SalePrice,TimeToSubway_min,Age,Size_m2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,179646,12.5,39,105.07329299999999
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,137168,17.5,32,84.913342
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,175221,17.5,32,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,428318,2.5,18,152.63962899999999
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,71681,17.5,28,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,97345,7.5,20,53.140516
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,380530,2.5,11,84.913342
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,192035,2.5,17,77.016587
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,247787,2.5,18,129.506782
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,238053,2.5,17,77.016587
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,446902,2.5,18,128.856461
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,68584,7.5,39,41.899253
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,448672,2.5,18,157.00607
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,147761,2.5,12,59.829532
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,232743,12.5,39,84.913342
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,265486,2.5,17,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,95575,17.5,32,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,227433,2.5,18,80.639804
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,131858,2.5,47,72.371437
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,61946,2.5,45,68.376608
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,237168,12.5,39,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,147761,2.5,12,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,145132,7.5,20,69.026929
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,110619,17.5,33,84.913342
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,393805,2.5,18,137.775149
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,433628,2.5,18,128.856461
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,286902,2.5,18,129.506782
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,261061,17.5,32,163.602183
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,203539,2.5,18,80.639804
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,236283,17.5,32,134.802253
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75920,7.5,20,53.140516
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,348672,2.5,18,137.775149
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,256637,2.5,18,131.829357
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,263345,2.5,12,84.54173
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,215929,2.5,19,83.891409
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,153539,7.5,20,84.913342
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,243362,2.5,18,129.506782
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,125221,12.5,33,53.512128
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,203539,7.5,20,84.913342
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,221238,2.5,17,108.417801
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,141884,2.5,12,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,277876,2.5,12,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,255442,2.5,12,84.263021
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,141592,7.5,20,69.026929
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,249557,2.5,17,108.417801
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,280973,17.5,32,217.114311
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,350884,2.5,11,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,176991,12.5,19,84.54173
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,360176,2.5,18,137.775149
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,129646,17.5,33,59.829532
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,148672,12.5,39,121.981639
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,287610,2.5,12,84.263021
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,210619,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,210619,2.5,18,80.639804
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,464601,2.5,18,151.338987
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,171238,7.5,20,84.913342
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,415929,2.5,18,134.151932
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,411504,2.5,18,179.116984
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,283185,7.5,20,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,103663,2.5,12,39.576678
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,160176,17.5,32,59.829532
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,243362,2.5,18,102.472009
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75920,7.5,20,53.140516
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,171681,7.5,20,84.913342
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,356637,2.5,19,106.745547
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,126548,2.5,47,83.891409
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,101769,7.5,11,26.756064
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,71238,17.5,28,51.839874
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,358407,17.5,32,163.602183
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,153097,7.5,20,69.026929
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,120796,17.5,32,84.913342
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,67256,12.5,33,53.512128
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,254123,2.5,12,84.54173
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,73053,7.5,20,53.140516
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,1,55752,7.5,11,12.820613999999999
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,219469,2.5,18,80.639804
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,218584,2.5,18,84.913342
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,504424,2.5,18,157.00607
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,146256,2.5,12,59.829532
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,362831,2.5,11,84.913342
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,254867,2.5,18,126.905498
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,210619,2.5,19,83.891409
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,389380,2.5,18,134.151932
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,320353,2.5,17,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,172566,7.5,20,84.913342
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,83902,7.5,11,26.756064
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,93805,7.5,40,54.534061
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,245132,2.5,19,110.740376
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,218584,2.5,17,77.016587
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,324778,2.5,11,78.317229
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,163716,2.5,17,77.016587
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,234513,17.5,32,134.802253
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,340707,2.5,18,128.856461
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,266371,12.5,19,75.623042
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,123893,17.5,32,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,168141,7.5,20,53.140516
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,247787,2.5,18,129.506782
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,244690,12.5,39,127.927431
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,200000,7.5,20,69.026929
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,197345,7.5,20,84.913342
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,138938,17.5,33,59.829532
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,1,58407,7.5,11,14.492868
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,407424,2.5,18,152.63962899999999
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,256637,2.5,19,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,250442,12.5,19,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,208849,12.5,19,84.54173
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,256637,2.5,11,59.45792
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,307964,2.5,18,118.265519
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,339823,17.5,32,163.602183
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,236283,2.5,18,102.472009
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,78318,17.5,28,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,83628,17.5,32,59.829532
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,150442,12.5,39,105.07329299999999
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,147787,12.5,39,84.913342
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,312389,2.5,17,84.913342
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,422123,2.5,18,157.00607
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,184070,17.5,32,59.829532
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,164601,7.5,39,84.54173
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,205309,17.5,32,163.602183
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,419469,2.5,18,151.338987
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,357522,2.5,18,123.932602
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,371681,2.5,18,137.775149
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,345132,2.5,18,141.119657
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,371681,2.5,11,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,163716,12.5,39,127.927431
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,163716,7.5,20,69.026929
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,104424,7.5,20,53.140516
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,132743,2.5,47,83.891409
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,158407,2.5,19,83.891409
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,346017,2.5,19,191.008568
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,175221,17.5,32,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,106194,7.5,20,53.140516
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,181415,7.5,20,84.913342
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,117699,17.5,28,59.829532
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,221238,2.5,17,77.016587
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,242477,7.5,20,69.026929
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,165929,12.5,39,121.981639
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,57522,12.5,33,53.512128
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,295575,2.5,17,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,250442,7.5,20,69.026929
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,255442,2.5,12,84.263021
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,283185,2.5,18,126.905498
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,139823,7.5,20,69.026929
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,323008,7.5,20,109.997152
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,107079,17.5,33,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,157522,7.5,20,69.026929
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,278761,30.0,16,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,191150,12.5,19,75.344333
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,144752,2.5,12,59.829532
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,82300,17.5,33,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,140380,2.5,12,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,150778,2.5,12,59.829532
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,360176,2.5,11,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,209734,12.5,39,105.07329299999999
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,146017,17.5,32,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,307079,2.5,18,128.856461
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,332743,2.5,19,161.929929
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,266814,2.5,17,77.016587
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,68141,17.5,28,51.839874
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,147761,2.5,12,59.829532
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,60619,12.5,33,53.512128
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,250442,2.5,17,84.913342
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,58407,17.5,28,39.94829
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,252212,2.5,18,131.829357
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,265044,2.5,18,131.829357
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,157522,17.5,32,84.913342
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,73893,12.5,33,53.512128
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,307079,2.5,18,151.338987
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,367256,2.5,11,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,323088,2.5,18,152.63962899999999
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,193769,30.0,16,107.76748
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,221238,17.5,32,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,73840,7.5,20,53.140516
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,221238,2.5,18,102.472009
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,154867,17.5,32,84.913342
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,383185,2.5,18,137.775149
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,63716,12.5,33,53.512128
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,185840,7.5,20,84.913342
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,221238,2.5,18,129.506782
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,135398,17.5,32,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,162831,7.5,20,84.913342
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,216814,17.5,33,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,225663,2.5,18,80.639804
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,63716,12.5,33,59.829532
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,451327,7.5,10,96.154605
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,142035,7.5,20,69.026929
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,383185,2.5,17,108.417801
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,101769,12.5,33,53.512128
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,61946,12.5,33,53.512128
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,393805,2.5,18,137.775149
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,408849,2.5,18,152.63962899999999
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,333628,2.5,18,128.856461
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,300884,2.5,18,134.523544
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,281415,2.5,18,131.829357
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,260707,2.5,12,84.54173
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75504,7.5,20,53.140516
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,62831,12.5,33,53.512128
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,157522,7.5,20,53.140516
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,270796,2.5,11,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,203539,7.5,20,69.026929
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,317699,2.5,18,128.856461
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,438053,2.5,18,128.856461
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,194690,2.5,18,84.913342
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,1,60973,7.5,11,12.541905
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,380530,17.5,32,163.602183
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,92920,17.5,32,59.829532
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,393805,2.5,18,137.775149
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,203539,17.5,32,84.913342
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,296460,2.5,11,59.45792
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,238053,2.5,18,80.639804
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,280530,2.5,17,108.417801
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,295575,2.5,18,129.506782
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,327433,2.5,18,80.639804
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,172566,7.5,20,109.997152
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,372566,2.5,18,141.119657
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,203539,2.5,19,83.891409
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,168141,12.5,39,121.981639
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,380530,2.5,18,141.119657
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,220353,2.5,18,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,274336,12.5,39,127.927431
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,250442,7.5,20,69.026929
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,326548,2.5,11,84.54173
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,246017,2.5,18,84.913342
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,288053,2.5,19,83.891409
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,315929,2.5,17,84.913342
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,178761,17.5,33,84.913342
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,378761,2.5,11,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,176991,12.5,39,127.927431
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,82300,17.5,33,59.829532
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,398230,2.5,18,137.775149
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,155752,7.5,20,53.140516
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,199115,7.5,20,84.913342
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,199115,2.5,19,84.913342
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,446017,2.5,18,151.338987
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,224778,12.5,19,84.54173
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,353982,2.5,18,157.00607
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,296460,7.5,10,59.829532
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,287610,2.5,19,191.008568
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,125663,17.5,32,84.913342
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,65486,17.5,28,51.839874
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,232743,2.5,19,106.745547
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,119469,12.5,33,53.512128
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,207964,2.5,17,77.016587
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,88318,7.5,11,26.756064
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,181415,2.5,18,80.639804
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,420353,2.5,11,101.450076
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,210265,30.0,16,107.76748
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,172566,17.5,32,59.829532
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,65929,7.5,39,47.194724
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,176991,17.5,33,84.913342
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,384955,2.5,11,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,160176,7.5,20,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,192920,12.5,19,75.344333
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,349115,2.5,18,152.63962899999999
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,255442,2.5,12,84.54173
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,236283,17.5,32,84.913342
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,92920,17.5,28,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,193805,2.5,18,80.639804
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,59115,7.5,40,54.534061
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,158407,17.5,33,84.913342
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,327433,2.5,18,118.265519
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,203539,30.0,16,107.76748
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,367256,12.5,39,194.353076
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,262929,30.0,16,107.76748
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,315044,2.5,18,102.472009
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,123008,17.5,33,84.913342
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,398230,2.5,18,123.932602
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,176991,17.5,32,163.602183
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,242477,2.5,18,80.639804
terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,7,389380,7.5,10,84.913342
